537;鼠;22;0;1;0;1;0;4539;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
538;牛;22;0;1;0;2;0;4540;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
539;虎;22;0;1;0;3;0;4541;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
540;兔;22;0;1;0;4;0;4542;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
541;龙;22;0;1;0;5;0;4543;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
542;蛇;22;0;1;0;6;0;4544;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
543;马;22;0;1;0;7;0;4545;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
544;羊;22;0;1;0;8;0;4546;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
545;猴;22;0;1;0;9;0;4547;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
546;鸡;22;0;1;0;10;0;4548;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
547;狗;22;0;1;0;11;0;4549;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
548;猪;22;0;1;0;12;0;4550;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
578;鼠(精品);22;0;1;0;1;0;4551;50000;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;253;6;;;;;;0;0;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
